event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-08 19:50:42,cart,100026,2002,home.furniture,nova,617.73,500061,7b3a4e3e-7c52-fa17-680a-c07a2a935d62
2019-10-08 19:52:26,purchase,100026,2002,home.furniture,nova,617.73,500061,7b3a4e3e-7c52-fa17-680a-c07a2a935d62
2019-10-08 19:52:26,view,100004,2004,home.furniture,alpha,533.49,500061,7b3a4e3e-7c52-fa17-680a-c07a2a935d62
2019-10-08 19:54:27,cart,100004,2004,home.furniture,alpha,533.49,500061,7b3a4e3e-7c52-fa17-680a-c07a2a935d62
2019-10-24 05:14:00,view,100035,2003,apparel.shoes,orbit,201.29,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:16:20,cart,100035,2003,apparel.shoes,orbit,201.29,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:18:35,purchase,100035,2003,apparel.shoes,orbit,201.29,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:18:35,view,100004,2004,home.furniture,alpha,533.49,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:19:27,cart,100004,2004,home.furniture,alpha,533.49,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:19:49,view,100021,2005,appliances.kitchen,nova,336.31,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:20:24,view,100038,2006,electronics.audio.headphone,,382.83,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:22:54,cart,100038,2006,electronics.audio.headphone,,382.83,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:25:31,purchase,100038,2006,electronics.audio.headphone,,382.83,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:25:31,view,100031,2007,apparel.shoes,,415.67,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:25:56,cart,100031,2007,apparel.shoes,,415.67,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-24 05:28:30,purchase,100031,2007,apparel.shoes,,415.67,500049,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52
2019-10-07 06:57:00,view,100016,2000,apparel.shoes,alpha,499.08,500081,ab73295b-344a-54b8-42c1-8a62ef48e8d5
2019-10-07 06:59:56,view,100017,2001,home.furniture,orbit,521.73,500081,ab73295b-344a-54b8-42c1-8a62ef48e8d5
2019-10-07 07:01:58,cart,100017,2001,home.furniture,orbit,521.73,500081,ab73295b-344a-54b8-42c1-8a62ef48e8d5
2019-10-07 07:02:21,purchase,100017,2001,home.furniture,orbit,521.73,500081,ab73295b-344a-54b8-42c1-8a62ef48e8d5
2019-10-07 07:02:21,view,100026,2002,home.furniture,nova,617.73,500081,ab73295b-344a-54b8-42c1-8a62ef48e8d5
2019-10-12 10:49:00,view,100009,2001,home.furniture,orbit,729.44,500026,8181a8cc-3691-47eb-89a2-688b12c136e0
2019-10-12 10:50:39,cart,100009,2001,home.furniture,orbit,729.44,500026,8181a8cc-3691-47eb-89a2-688b12c136e0
2019-10-12 10:52:36,view,100023,2007,electronics.smartphone,prime,573.31,500026,8181a8cc-3691-47eb-89a2-688b12c136e0
2019-10-12 10:55:17,view,100005,2005,electronics.smartphone,alpha,88.86,500026,8181a8cc-3691-47eb-89a2-688b12c136e0
2019-10-13 08:52:00,view,100009,2001,home.furniture,orbit,729.44,500171,ee87905e-4ca4-15ea-8dfa-6a56d12dbc9a
2019-10-30 04:45:00,view,100022,2006,electronics.audio.headphone,,243.95,500142,9ad620ab-4821-2ddb-45b8-9cd927cb6f2a
2019-10-30 04:46:12,view,100014,2006,home.furniture,orbit,727.38,500142,9ad620ab-4821-2ddb-45b8-9cd927cb6f2a
2019-10-07 06:53:00,view,100003,2003,electronics.smartphone,,667.9,500014,d450281c-6c6f-7633-a260-772317a0df49
2019-10-07 06:55:48,view,100001,2001,electronics.smartphone,alpha,668.69,500014,d450281c-6c6f-7633-a260-772317a0df49
2019-10-07 06:56:34,view,100022,2006,electronics.audio.headphone,,243.95,500014,d450281c-6c6f-7633-a260-772317a0df49
2019-10-18 03:16:00,view,100035,2003,apparel.shoes,orbit,201.29,500144,f1eedba3-1343-2e61-1ca3-c4480279b6a6
2019-10-18 03:18:34,view,100003,2003,electronics.smartphone,,667.9,500144,f1eedba3-1343-2e61-1ca3-c4480279b6a6
2019-10-18 03:20:29,cart,100003,2003,electronics.smartphone,,667.9,500144,f1eedba3-1343-2e61-1ca3-c4480279b6a6
2019-10-18 03:21:52,purchase,100003,2003,electronics.smartphone,,667.9,500144,f1eedba3-1343-2e61-1ca3-c4480279b6a6
2019-10-26 19:32:00,view,100007,2007,home.furniture,nova,645.84,500011,ae9bec36-35c7-936c-5b99-62c6e61fecc0
2019-10-26 19:33:49,view,100023,2007,electronics.smartphone,prime,573.31,500011,ae9bec36-35c7-936c-5b99-62c6e61fecc0
2019-10-09 11:54:00,view,100027,2003,electronics.smartphone,nova,740.51,500061,ccc56569-f9e8-a369-2999-b735dd56cc94
2019-10-09 11:55:30,view,100002,2002,electronics.audio.headphone,nova,129.89,500061,ccc56569-f9e8-a369-2999-b735dd56cc94
2019-10-03 02:17:00,view,100025,2001,apparel.shoes,zen,246.6,500064,b386f7a4-c991-603f-28c1-3091444d610b
2019-10-03 02:19:05,cart,100025,2001,apparel.shoes,zen,246.6,500064,b386f7a4-c991-603f-28c1-3091444d610b
2019-10-03 02:21:07,purchase,100025,2001,apparel.shoes,zen,246.6,500064,b386f7a4-c991-603f-28c1-3091444d610b
2019-10-30 12:40:00,view,100022,2006,electronics.audio.headphone,,243.95,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:42:15,cart,100022,2006,electronics.audio.headphone,,243.95,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:44:37,purchase,100022,2006,electronics.audio.headphone,,243.95,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:44:37,view,100018,2002,electronics.smartphone,alpha,596.83,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:44:49,cart,100018,2002,electronics.smartphone,alpha,596.83,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:46:00,purchase,100018,2002,electronics.smartphone,alpha,596.83,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:46:00,view,100005,2005,electronics.smartphone,alpha,88.86,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:47:12,cart,100005,2005,electronics.smartphone,alpha,88.86,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:49:49,purchase,100005,2005,electronics.smartphone,alpha,88.86,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:49:49,view,100023,2007,electronics.smartphone,prime,573.31,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:51:14,cart,100023,2007,electronics.smartphone,prime,573.31,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-30 12:53:29,purchase,100023,2007,electronics.smartphone,prime,573.31,500059,3170f437-a8f7-ef5a-060e-df5b39118497
2019-10-17 21:49:00,view,100001,2001,electronics.smartphone,alpha,668.69,500148,b572f3d0-0b5c-ea6a-4135-7e8c30a900ad
2019-10-17 21:50:55,cart,100001,2001,electronics.smartphone,alpha,668.69,500148,b572f3d0-0b5c-ea6a-4135-7e8c30a900ad
2019-10-17 21:53:50,view,100034,2002,home.furniture,zen,808.55,500148,b572f3d0-0b5c-ea6a-4135-7e8c30a900ad
2019-10-17 21:56:44,view,100035,2003,apparel.shoes,orbit,201.29,500148,b572f3d0-0b5c-ea6a-4135-7e8c30a900ad
2019-10-17 21:58:05,view,100013,2005,electronics.smartphone,orbit,763.51,500148,b572f3d0-0b5c-ea6a-4135-7e8c30a900ad
2019-10-17 22:01:00,cart,100013,2005,electronics.smartphone,orbit,763.51,500148,b572f3d0-0b5c-ea6a-4135-7e8c30a900ad
2019-10-15 00:43:00,view,100040,2000,apparel.shoes,prime,230.02,500050,610faa3f-f0bb-ac67-aa38-d0a16ba25efe
2019-10-15 00:44:48,view,100037,2005,electronics.smartphone,alpha,141.79,500050,610faa3f-f0bb-ac67-aa38-d0a16ba25efe
2019-10-15 00:44:53,cart,100037,2005,electronics.smartphone,alpha,141.79,500050,610faa3f-f0bb-ac67-aa38-d0a16ba25efe
2019-10-15 00:45:51,purchase,100037,2005,electronics.smartphone,alpha,141.79,500050,610faa3f-f0bb-ac67-aa38-d0a16ba25efe
2019-10-09 01:20:00,view,100029,2005,electronics.audio.headphone,prime,789.35,500149,77097749-527e-ecfa-a79a-c9aa9b4e2c24
2019-10-09 01:22:53,cart,100029,2005,electronics.audio.headphone,prime,789.35,500149,77097749-527e-ecfa-a79a-c9aa9b4e2c24
2019-10-09 01:25:09,view,100014,2006,home.furniture,orbit,727.38,500149,77097749-527e-ecfa-a79a-c9aa9b4e2c24
2019-10-09 01:25:37,view,100033,2001,home.furniture,prime,240.15,500149,77097749-527e-ecfa-a79a-c9aa9b4e2c24
2019-10-09 01:26:42,view,100031,2007,apparel.shoes,,415.67,500149,77097749-527e-ecfa-a79a-c9aa9b4e2c24
2019-10-29 23:52:00,view,100040,2000,apparel.shoes,prime,230.02,500038,fbe33b24-3eae-0032-0bd4-a9900640be0f
2019-10-29 23:54:32,cart,100040,2000,apparel.shoes,prime,230.02,500038,fbe33b24-3eae-0032-0bd4-a9900640be0f
2019-10-29 23:56:15,purchase,100040,2000,apparel.shoes,prime,230.02,500038,fbe33b24-3eae-0032-0bd4-a9900640be0f
2019-10-29 23:56:15,view,100005,2005,electronics.smartphone,alpha,88.86,500038,fbe33b24-3eae-0032-0bd4-a9900640be0f
2019-10-29 23:57:22,cart,100005,2005,electronics.smartphone,alpha,88.86,500038,fbe33b24-3eae-0032-0bd4-a9900640be0f
2019-10-29 23:57:28,view,100030,2006,appliances.kitchen,nova,591.62,500038,fbe33b24-3eae-0032-0bd4-a9900640be0f
2019-10-29 23:58:00,view,100027,2003,electronics.smartphone,nova,740.51,500038,fbe33b24-3eae-0032-0bd4-a9900640be0f
2019-10-29 23:59:01,cart,100027,2003,electronics.smartphone,nova,740.51,500038,fbe33b24-3eae-0032-0bd4-a9900640be0f
2019-10-30 00:01:18,purchase,100027,2003,electronics.smartphone,nova,740.51,500038,fbe33b24-3eae-0032-0bd4-a9900640be0f
2019-10-28 10:23:00,view,100009,2001,home.furniture,orbit,729.44,500143,1f115b76-d92c-9227-eadf-50853fcb7546
2019-10-28 10:24:26,view,100030,2006,appliances.kitchen,nova,591.62,500143,1f115b76-d92c-9227-eadf-50853fcb7546
2019-10-28 10:26:24,view,100034,2002,home.furniture,zen,808.55,500143,1f115b76-d92c-9227-eadf-50853fcb7546
2019-10-28 10:28:38,cart,100034,2002,home.furniture,zen,808.55,500143,1f115b76-d92c-9227-eadf-50853fcb7546
2019-10-28 10:31:03,purchase,100034,2002,home.furniture,zen,808.55,500143,1f115b76-d92c-9227-eadf-50853fcb7546
2019-10-28 10:31:03,view,100036,2004,electronics.audio.headphone,prime,446.7,500143,1f115b76-d92c-9227-eadf-50853fcb7546
2019-10-13 19:56:00,view,100034,2002,home.furniture,zen,808.55,500122,3f4b1a70-c074-718e-425a-609f7337c599
2019-10-13 19:57:57,cart,100034,2002,home.furniture,zen,808.55,500122,3f4b1a70-c074-718e-425a-609f7337c599
2019-10-13 19:59:15,purchase,100034,2002,home.furniture,zen,808.55,500122,3f4b1a70-c074-718e-425a-609f7337c599
2019-10-13 19:59:15,view,100032,2000,appliances.kitchen,nova,225.73,500122,3f4b1a70-c074-718e-425a-609f7337c599
2019-10-13 20:00:45,cart,100032,2000,appliances.kitchen,nova,225.73,500122,3f4b1a70-c074-718e-425a-609f7337c599
2019-10-13 20:03:08,purchase,100032,2000,appliances.kitchen,nova,225.73,500122,3f4b1a70-c074-718e-425a-609f7337c599
2019-10-13 20:03:08,view,100016,2000,apparel.shoes,alpha,499.08,500122,3f4b1a70-c074-718e-425a-609f7337c599
2019-10-13 20:03:51,cart,100016,2000,apparel.shoes,alpha,499.08,500122,3f4b1a70-c074-718e-425a-609f7337c599
2019-10-13 20:04:35,remove_from_cart,100016,2000,apparel.shoes,alpha,499.08,500122,3f4b1a70-c074-718e-425a-609f7337c599
2019-10-20 10:54:00,view,100014,2006,home.furniture,orbit,727.38,500105,6a702e2f-7746-d0ba-8ae8-905b54b4a482
2019-10-19 01:58:00,view,100025,2001,apparel.shoes,zen,246.6,500150,db52ca58-0500-0bc6-b20d-cb6ef2311f17
2019-10-19 01:59:52,view,100031,2007,apparel.shoes,,415.67,500150,db52ca58-0500-0bc6-b20d-cb6ef2311f17
2019-10-19 02:02:16,view,100001,2001,electronics.smartphone,alpha,668.69,500150,db52ca58-0500-0bc6-b20d-cb6ef2311f17
2019-10-19 02:03:17,view,100023,2007,electronics.smartphone,prime,573.31,500150,db52ca58-0500-0bc6-b20d-cb6ef2311f17
2019-10-19 02:04:31,cart,100023,2007,electronics.smartphone,prime,573.31,500150,db52ca58-0500-0bc6-b20d-cb6ef2311f17
2019-10-19 02:04:43,purchase,100023,2007,electronics.smartphone,prime,573.31,500150,db52ca58-0500-0bc6-b20d-cb6ef2311f17
2019-10-19 02:04:43,view,100020,2004,electronics.smartphone,zen,253.79,500150,db52ca58-0500-0bc6-b20d-cb6ef2311f17
2019-10-02 13:27:00,view,100040,2000,apparel.shoes,prime,230.02,500104,77a6e17c-d72b-6108-2a40-5f12b963f37f
2019-10-02 13:28:45,view,100035,2003,apparel.shoes,orbit,201.29,500104,77a6e17c-d72b-6108-2a40-5f12b963f37f
2019-10-02 13:31:39,cart,100035,2003,apparel.shoes,orbit,201.29,500104,77a6e17c-d72b-6108-2a40-5f12b963f37f
2019-10-02 13:34:28,purchase,100035,2003,apparel.shoes,orbit,201.29,500104,77a6e17c-d72b-6108-2a40-5f12b963f37f
2019-10-16 16:38:00,view,100014,2006,home.furniture,orbit,727.38,500119,610cf373-4299-9aa4-0cdf-742b2e85cb21
2019-10-16 16:39:42,cart,100014,2006,home.furniture,orbit,727.38,500119,610cf373-4299-9aa4-0cdf-742b2e85cb21
2019-10-16 16:41:34,purchase,100014,2006,home.furniture,orbit,727.38,500119,610cf373-4299-9aa4-0cdf-742b2e85cb21
2019-10-16 16:41:34,view,100030,2006,appliances.kitchen,nova,591.62,500119,610cf373-4299-9aa4-0cdf-742b2e85cb21
2019-10-16 16:41:59,cart,100030,2006,appliances.kitchen,nova,591.62,500119,610cf373-4299-9aa4-0cdf-742b2e85cb21
2019-10-16 16:44:22,purchase,100030,2006,appliances.kitchen,nova,591.62,500119,610cf373-4299-9aa4-0cdf-742b2e85cb21
2019-10-16 16:44:22,view,100021,2005,appliances.kitchen,nova,336.31,500119,610cf373-4299-9aa4-0cdf-742b2e85cb21
2019-10-16 16:45:56,cart,100021,2005,appliances.kitchen,nova,336.31,500119,610cf373-4299-9aa4-0cdf-742b2e85cb21
2019-10-08 06:26:00,view,100040,2000,apparel.shoes,prime,230.02,500008,d6d7b3b8-3309-4d35-3f4d-f561f319c125
2019-10-08 06:27:06,cart,100040,2000,apparel.shoes,prime,230.02,500008,d6d7b3b8-3309-4d35-3f4d-f561f319c125
2019-10-08 06:30:02,purchase,100040,2000,apparel.shoes,prime,230.02,500008,d6d7b3b8-3309-4d35-3f4d-f561f319c125
2019-10-08 18:52:00,view,100011,2003,appliances.kitchen,orbit,144.15,500056,c4536f1d-4199-2fdf-b310-22f0770c7798
2019-10-08 18:53:24,cart,100011,2003,appliances.kitchen,orbit,144.15,500056,c4536f1d-4199-2fdf-b310-22f0770c7798
2019-10-08 18:53:35,view,100039,2007,electronics.smartphone,zen,346.55,500056,c4536f1d-4199-2fdf-b310-22f0770c7798
2019-10-08 18:55:16,cart,100039,2007,electronics.smartphone,zen,346.55,500056,c4536f1d-4199-2fdf-b310-22f0770c7798
2019-10-08 18:56:11,purchase,100039,2007,electronics.smartphone,zen,346.55,500056,c4536f1d-4199-2fdf-b310-22f0770c7798
2019-10-08 18:56:11,view,100008,2000,home.furniture,zen,202.29,500056,c4536f1d-4199-2fdf-b310-22f0770c7798
2019-10-08 18:58:56,cart,100008,2000,home.furniture,zen,202.29,500056,c4536f1d-4199-2fdf-b310-22f0770c7798
2019-10-25 13:53:00,view,100023,2007,electronics.smartphone,prime,573.31,500031,c85aca46-90e0-f4a0-fbdd-3933cbd58bf6
2019-10-30 06:13:00,view,100032,2000,appliances.kitchen,nova,225.73,500018,033d2bce-575a-ed2c-a5c5-650c8186a576
2019-10-30 06:15:02,view,100007,2007,home.furniture,nova,645.84,500018,033d2bce-575a-ed2c-a5c5-650c8186a576
2019-10-30 06:16:58,cart,100007,2007,home.furniture,nova,645.84,500018,033d2bce-575a-ed2c-a5c5-650c8186a576
2019-10-30 06:19:16,view,100028,2004,appliances.kitchen,zen,244.63,500018,033d2bce-575a-ed2c-a5c5-650c8186a576
2019-10-30 06:21:38,view,100024,2000,home.furniture,,224.11,500018,033d2bce-575a-ed2c-a5c5-650c8186a576
2019-10-30 06:23:42,cart,100024,2000,home.furniture,,224.11,500018,033d2bce-575a-ed2c-a5c5-650c8186a576
2019-10-30 06:26:18,purchase,100024,2000,home.furniture,,224.11,500018,033d2bce-575a-ed2c-a5c5-650c8186a576
2019-10-18 13:57:00,view,100016,2000,apparel.shoes,alpha,499.08,500063,4767d76c-162f-8a24-ef43-613cd4aac9a3
2019-10-18 13:58:31,cart,100016,2000,apparel.shoes,alpha,499.08,500063,4767d76c-162f-8a24-ef43-613cd4aac9a3
2019-10-18 13:59:59,purchase,100016,2000,apparel.shoes,alpha,499.08,500063,4767d76c-162f-8a24-ef43-613cd4aac9a3
2019-10-18 13:59:59,view,100030,2006,appliances.kitchen,nova,591.62,500063,4767d76c-162f-8a24-ef43-613cd4aac9a3
2019-10-18 14:00:58,cart,100030,2006,appliances.kitchen,nova,591.62,500063,4767d76c-162f-8a24-ef43-613cd4aac9a3
2019-10-18 14:02:09,purchase,100030,2006,appliances.kitchen,nova,591.62,500063,4767d76c-162f-8a24-ef43-613cd4aac9a3
2019-10-18 14:02:09,view,100037,2005,electronics.smartphone,alpha,141.79,500063,4767d76c-162f-8a24-ef43-613cd4aac9a3
2019-10-18 14:04:46,view,100040,2000,apparel.shoes,prime,230.02,500063,4767d76c-162f-8a24-ef43-613cd4aac9a3
2019-10-30 17:29:00,view,100032,2000,appliances.kitchen,nova,225.73,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-30 17:31:10,cart,100032,2000,appliances.kitchen,nova,225.73,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-30 17:31:19,purchase,100032,2000,appliances.kitchen,nova,225.73,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-30 17:31:19,view,100036,2004,electronics.audio.headphone,prime,446.7,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-30 17:32:20,cart,100036,2004,electronics.audio.headphone,prime,446.7,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-30 17:33:27,purchase,100036,2004,electronics.audio.headphone,prime,446.7,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-30 17:33:27,view,100016,2000,apparel.shoes,alpha,499.08,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-30 17:36:00,cart,100016,2000,apparel.shoes,alpha,499.08,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-30 17:38:26,purchase,100016,2000,apparel.shoes,alpha,499.08,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-30 17:38:26,view,100031,2007,apparel.shoes,,415.67,500133,3dc98290-15ea-bb27-30e9-12f2f2b43abf
2019-10-06 19:47:00,view,100020,2004,electronics.smartphone,zen,253.79,500141,7428a656-b3ee-4d3b-5a10-412954aebd1b
2019-10-06 19:47:54,cart,100020,2004,electronics.smartphone,zen,253.79,500141,7428a656-b3ee-4d3b-5a10-412954aebd1b
2019-10-06 19:50:16,view,100017,2001,home.furniture,orbit,521.73,500141,7428a656-b3ee-4d3b-5a10-412954aebd1b
2019-10-06 19:51:10,cart,100017,2001,home.furniture,orbit,521.73,500141,7428a656-b3ee-4d3b-5a10-412954aebd1b
2019-10-06 19:53:18,purchase,100017,2001,home.furniture,orbit,521.73,500141,7428a656-b3ee-4d3b-5a10-412954aebd1b
2019-10-06 19:53:18,view,100015,2007,apparel.shoes,prime,116.72,500141,7428a656-b3ee-4d3b-5a10-412954aebd1b
2019-10-17 18:10:00,view,100019,2003,appliances.kitchen,alpha,770.51,500135,19bc143e-fb02-bebb-4872-9a4d98c7472a
2019-10-17 18:10:50,cart,100019,2003,appliances.kitchen,alpha,770.51,500135,19bc143e-fb02-bebb-4872-9a4d98c7472a
2019-10-17 18:13:11,purchase,100019,2003,appliances.kitchen,alpha,770.51,500135,19bc143e-fb02-bebb-4872-9a4d98c7472a
2019-10-17 18:13:11,view,100015,2007,apparel.shoes,prime,116.72,500135,19bc143e-fb02-bebb-4872-9a4d98c7472a
2019-10-22 16:42:00,view,100007,2007,home.furniture,nova,645.84,500142,2053da42-f1af-db65-b289-f2244ac9778d
2019-10-22 16:44:07,cart,100007,2007,home.furniture,nova,645.84,500142,2053da42-f1af-db65-b289-f2244ac9778d
2019-10-22 16:44:59,view,100001,2001,electronics.smartphone,alpha,668.69,500142,2053da42-f1af-db65-b289-f2244ac9778d
2019-10-22 16:47:06,cart,100001,2001,electronics.smartphone,alpha,668.69,500142,2053da42-f1af-db65-b289-f2244ac9778d
2019-10-22 16:47:27,purchase,100001,2001,electronics.smartphone,alpha,668.69,500142,2053da42-f1af-db65-b289-f2244ac9778d
2019-10-22 16:47:27,view,100037,2005,electronics.smartphone,alpha,141.79,500142,2053da42-f1af-db65-b289-f2244ac9778d
2019-10-22 16:47:50,view,100019,2003,appliances.kitchen,alpha,770.51,500142,2053da42-f1af-db65-b289-f2244ac9778d
2019-10-22 16:50:50,cart,100019,2003,appliances.kitchen,alpha,770.51,500142,2053da42-f1af-db65-b289-f2244ac9778d
2019-10-18 15:28:00,view,100039,2007,electronics.smartphone,zen,346.55,500022,8edddfcd-1e52-d770-3f89-7142fe716b14
2019-10-18 15:30:00,view,100040,2000,apparel.shoes,prime,230.02,500022,8edddfcd-1e52-d770-3f89-7142fe716b14
2019-10-18 15:31:21,view,100015,2007,apparel.shoes,prime,116.72,500022,8edddfcd-1e52-d770-3f89-7142fe716b14
